,year,sentence1,sentence2,score
4246,2013,"Lạm phát giảm xuống mức thấp nhất trong 15 tháng, theo những gì các nhà phân tích nói",iảm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng. Lạm xuống còn 15 tháng,4.6
4247,2013,Trận tuyết lở chôn vùi ít nhất 100 binh lính Pakistan.,Trận tuyết lở chôn vùi hơn 100 binh lính Pakistan,4.6
4248,2013,Cơn sốt vàng của Anh đã im lặng phàn nàn về chi phí,2 lính Anh tử vong trong cuộc tấn công nội chiến Afghanistan 2 binh sĩ Anh thiệt mạng trong cuộc tấn công nội chiến,0.6
4249,2013,Diễn viên Gazzara qua đời ở tuổi 81.,Diễn viên Ben Gazzara qua đời ở tuổi 81.,4.4
4250,2013,Các ứng cử viên tổng thống chính của Ai Cập là các ứng cử viên tổng thống chính của Ai Cập.,i Ai Cập ngày thứ hai của cuộc bầu cử tổng thống Ai Cập Ngày thứ hai của cuộc bầu cử tổng thống Ai Cập Ngày thứ hai của cuộc bầu cử tổng thống Ai Cập Ngày thứ hai của cuộc bầu cử tổng thống Ai Cập,1.2
4251,2013,Hàng chục người thiệt mạng trong các cuộc bạo loạn ở Nigeria. Hàng chục người chết trong các cuộc bạo loạn ở Nigeria.,Hàng người thiệt mạng trong các cuộc đụng hàng người ở Kenya,1.0
4252,2013,Trưởng nhóm cứu trợ của Liên Hiệp Quốc Amos vào Baba Amr với Lưỡi liềm đỏ.,"Chữ thập đỏ cho biết Baba Amr, người bị Syria bao vây, đã bị bỏ hoang, Hội Chữ thập đỏ nói Syria bị bỏ hoang Baba Amr, một người Syria bị bao vây, đã bị bỏ hoang",2.0
4253,2013,"gã đường M23, 4 người bị thương nặng, 4 người bị thương nặng trong vụ tai nạn xe 4 người bị thương nặng trong vụ tai nạn trên đường M23", người bị thương trong tai nạn giao thông 4 người bị thương trong tai nạn giao xe,3.6
4254,2013,Đức có khả năng sẽ đẩy Nga vào khủng hoảng Syria,Nga đang nghĩ gì về Syria? Nga đang nghĩ gì về Syria? Một hướng dẫn ngắn gọn,1.0
4255,2013,Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza. Một người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza,Y sĩ: Hai người thiệt mạng trong cuộc tấn công mới của Israel ở Gaza: hai nhân tử vong: y sĩ,3.6
4256,2013,Câu chuyện hai lần xảy ra: Làm sao đội New York Giants vô địch Super Bowl,Hai tai họa ít hơn thắng hai trận ác ở Super Bowl,1.4
4257,2013,àn Quốc cảnh báo trả đũa cho Hàn Quốc diễn tập Bắc Triều Tiên cảnh báo trả đũa Hàn Quốc khoan diễn tập,Bắc Triều Tiên cảnh báo trả đũa kế hoạch diễn tập của Seoul bằng cách dùng pháo Bắc Triều Tiên để cảnh báo về việc trả đũa kế hoạch diễn tập của Seoul.,3.6
4258,2013,hitney Houston chết có thể mất hàng tuần. Nguyên nhân Whitney Houston chết có thể mất hàng tuần.,hitney Houston. Các nhà điều tra tìm câu trả lời cho cái chết của Whitney Houston.,1.8
4259,2013,ak: 20 người chết trong cuộc biểu tình phim chống đạo Hồi Pak: 20 người chết trong cuộc biểu tình phim chống đạo Hồi,"25 người bị thương trong cuộc biểu tình phản đối phim chống Hồi giáo ở Islamabad, Pakistan 25 người bị thương trong cuộc biểu tình phản đối phim chống Hồi giáo ở Islamabad, Pakistan",2.2
4260,2013,Lực quân Syria xông phá trung tâm thị trấn Syria,"Lực lượng Syria bắn phá Homs, Nga cảnh báo nội chiến",2.5
4261,2013,4 binh lính ngoại quốc thiệt mạng ở Afghanistan 4 binh lính ngoại quốc thiệt mạng ở Afghanistan 4 binh lính ngoại quốc thiệt mạng ở Afghanistan 4 binh lính ngoại quốc thiệt mạng ở Afghanistan,4 lính Pháp được báo sát chết ở Afghanistan 4 người Pháp bị báo sát chết ở Afghanistan 4 người Pháp bị báo sát chết ở Afghanistan 4 người Pháp bị báo sát chết ở Afghanistan,3.8
4262,2013,hủ Lyli PM đặt nội chính mới sau cuộc biểu quyết ban đầu Thủ Thủ Lyli PM đặt tên nội nghị mới sau cuộc biểu quyết ban đầu,"Hội đồng Lập pháp Libya từ chối nội các mới, bãi nhiệm Thủ tướng",1.2
4263,2013,Cuộc tàn sát mà người lính 'không thể nhớ',"Lính Mỹ 'không nhớ lại vụ thảm sát', binh sĩ Mỹ 'không nhớ vụ thảm sát'.",4.4
4264,2013,yria Nghị quyết Syria: Liên Hiệp Quốc để tiếp Syria Nghị quyết Syria của Liên Hiệp Quốc để tiếp Syria Nghị quyết của Syria: Liên Hiệp Quốc để tiếp Syria Nghị quyết Syria của Liên Hiệp Quốc để đưa ra Syria Nghị quyết Syria của Syria được đưa ra Nghị quyết của Syria của Liên Hiệp Quốc để tiếp Syria Nghị quyết của Liên Hiệp Quốc để tiếp Syria,yria Nghị quyết Syria của Quốc hội Liên Hiệp Quốc bỏ phiếu về Nghị quyết Syria,3.6
4265,2013,Người Hồi giáo Canada ban hành fatwa chống lại 'giết người vì danh dự'.,"Các lãnh tụ Hồi giáo ở Canada, Mỹ ban hành sắc lệnh chống lại các vụ giết người vì danh dự.",3.4
4266,2013,Lakers Fire Coach Mike Brown Sau 1-4 Khởi đầu,akers đuổi Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4. Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4. Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4. Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau 1-4 khi bắt đầu. Lakers bắn Mike Brown sau,4.4
4267,2013,"Đạo luật Quốc hội của Washington được bán với giá 9,8 triệu USD.","Bản sao Hiến pháp Hoa Kỳ của George Washington được bán với giá 9,8 triệu đô la.",2.6
4268,2013,gười biểu tình chống Putin hình người dây người ở Moscow Người biểu tình chống Putin bị trói người ở Moscow Người biểu tình chống Putin bị trói ở Moscow,gười biểu phản kháng Putin hình người người biểu tượng người biểu tượng phản kháng Putin hình người chuỗi người: người biểu tượng người biểu tượng phản kháng Putin hình người chuỗi người: người biểu hình người người biểu hình người phản kháng chống Putin,3.8
4269,2013,Điều mà quản gia của Giáo hoàng thấy - phụ tá bị bắt vì rò rỉ thông tin của Vatican,ò rỉ Vatican,3.4
4270,2013,"Hai người chết, 19 người bị thương trong vụ nổ súng ở Toronto","Hai người chết, 7 người bị thương trong vụ bắn súng ở Phần Lan",1.4
4271,2013,Cuộc thăm dò của Reuters/Ipsos cho thấy Obama mở rộng dẫn đầu so với Romney bất chấp dữ liệu việc làm.,"Truy cập ngày 17 tháng 1 năm 2017. ^ Romney takes lead over Obama with convention ""bounce"" ^ Romney takes lead over Obama with convention ""bounce"" ^ Reuters/Ipsos poll",1.0
4272,2013,ặp gia đình nạn nhân bị bắn,bama gặp nạn nhân Batman bị súng Batman,3.2
4273,2013,Đức cảnh báo Hy Lạp: Không còn tiền bạc nếu không cải cách,"Khu vực đồng euro đối với Hy Lạp, không giải cứu mà không cải cách",2.6
4274,2013,ust chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần lên 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất Áo chia cổ phần tăng 1% sau khi cắt lãi suất,BA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác RBA cung cấp một mức giảm giá khác,1.0
4275,2013,Người phụ nữ bị chết do rơi vỡ,ừ chối từ chối khi một đồng từ chối,0.0
4276,2013,Na kỷ kỷ niệm ngày kỷ niệm vụ thảm sát,Norway Marks Anniversary of Breivik's Massacre,3.8
4277,2013,ey nói marae visit a lost opportunity Key nói marae visit a lost opportunity Key nói marae visit a lost opportunity Key nói marae visit a lost opportunity Key nói marae visit a lost opportunity Key nói marae visit a lost opportunity,hách mời đến thăm Waitangi marae Key muốn chờ đợi chuyến viếng thăm của Waitangi marae.,2.2
4278,2013,Chi tiết chuyến thăm của bà Aung San Suu Kyi tới Ireland,Xin chào mừng chuyến đi lịch sử của bà Aung San Suu Kyi.,3.4
4279,2013,Các nhà hoạt động xông vào đại sứ quán Syria; hai người bị thương Kuwait: Các nhà hoạt động xông vào đại sứ Syria; hai người bị thương Kuwait: Các nhà hoạt động xông vào đại sứ Syria; hai người bị thương,yria đại sứ Syria ở Kuwait Các nhà hoạt động xông Syria đại sứ Syria ở Kuwait,3.4
4280,2013,ái mại mại mại mại mại mại mại mại.,ê bê xì bê tình dục của Sở Mật vụ đã 'hút'. Vụ bê bê bê tình của Sở Mật vụ đã 'hút'.,2.2
4281,2013,iểu Biểu Biểu phản trước phán quyết của Bạo bạo,hán quyết Pussy Riot được chào đón với sự thách thức,3.4
4282,2013,Úc có thể lấn át Anh ở Windies ở Anh ở Windies,hủ Thủ Úc thách thách Thủ Thủ Úc thách thức dưới áp lực về lãnh đạo,0.4
4283,2013,0 người chết do tai nạn mìn Trung Quốc tai nạn mỏ Trung Quốc giết 10 người,0 người chết vì tai nạn xe tải Trung Quốc,1.6
4284,2013,"Các chính phủ Afghanistan, Hoa Kỳ ký thoả thuận về cuộc đột kích ban đêm gây tranh cãi","Người Afghanistan, Mỹ ký hợp đồng tấn công ban đêm với Afghanistan, Mỹ ký hợp đồng với Mỹ",3.8
4285,2013,hân nhân Hồng Chữ thập đỏ thiệt mạng ở Pakistan Nhân Nhân Chữ Chữ thập đỏ thiệt mạng ở Pakistan Nhân Nhân Chữ Chữ Chữ thập đỏ thiệt mạng ở Pakistan Nhân Nhân Chữ Chữ Chữ Chữ Hồng bị thiệt ở Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt ở Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Chữ Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân Nhân Hồng Chữ Hồng bị thiệt trong Pakistan Nhân,hặt đầu bác sĩ Hội Chữ thập đỏ bị bắt cóc ở Pakistan bị bắt cóc ở Pakistan,3.6
